Profit,Quantity_sqrt,Quantity,Discount,Sales
81.8432,2.0,4,0.0,255.76
18.1176,1.4142135,2,0.2,241.568
22.869,3.0,9,0.0,69.3
-15.08,1.4142135,2,0.7,22.62
-11.9616,1.4142135,2,0.7,14.952
50.098,1.4142135,2,0.2,801.568
-1.9008,1.7320508,3,0.7,2.376
11.8871,1.0,1,0.2,32.792
5.373,2.236068,5,0.2,15.92
0.7398,1.0,1,0.0,2.74
2.1684,1.7320508,3,0.0,8.34
11.685,1.7320508,3,0.0,46.74
3177.475,2.236068,5,0.0,6354.95
40.416,1.7320508,3,0.0,126.3
12.1728,1.4142135,2,0.0,38.04
0.7152,1.7320508,3,0.2,7.152
1.7901,1.7320508,3,0.0,6.63
1.7052,1.4142135,2,0.0,5.88
1379.977,2.236068,5,0.0,2999.95
13.8915,1.7320508,3,0.0,51.45
5.382,1.4142135,2,0.0,11.96
56.301,1.7320508,3,0.0,1126.02
5.2877,1.0,1,0.2,18.392
-25.9136,1.4142135,2,0.2,129.568
-21.168,3.0,9,0.8,14.112
21.098,1.4142135,2,0.0,210.98
-12.4146,1.7320508,3,0.2,55.176
27.1666,1.4142135,2,0.0,66.26
10.434,2.236068,5,0.0,22.2
42.747,1.7320508,3,0.2,683.952
5.1408,1.7320508,3,0.2,45.696
-7.2672,1.7320508,3,0.2,36.336
-149.9058,1.0,1,0.2,666.248
19.692,2.4494898,6,0.2,52.512
11.92,1.0,1,0.2,190.72
2.397,1.7320508,3,0.0,47.94
274.386,2.236068,5,0.0,979.95
11.375,2.236068,5,0.0,22.75
1.4672,1.4142135,2,0.2,16.768
-68.1856,2.6457512,7,0.8,42.616
3.36,2.0,4,0.2,10.752
41.2938,1.7320508,3,0.0,152.94
70.98,2.0,4,0.0,283.92
206.316,2.4494898,6,0.0,468.9
38.0864,2.828427,8,0.2,380.864
-145.5246,3.0,9,0.2,646.776
7.264,1.4142135,2,0.2,58.112
6.2995,1.0,1,0.2,100.792
-84.2928,2.0,4,0.6,66.112
13.932,2.4494898,6,0.2,41.28
6.4128,1.4142135,2,0.0,13.36
15.642,3.0,9,0.2,250.272
-17.046,1.7320508,3,0.8,11.364
-1.744,2.236068,5,0.2,8.72
0.0,1.4142135,2,0.2,1121.568
6.0382,1.0,1,0.2,34.504
2.5707,1.7320508,3,0.2,10.824
310.9872,1.4142135,2,0.0,1295.78
3.4048,2.0,4,0.2,19.456
9.936,1.4142135,2,0.0,20.7
-217.048,2.0,4,0.2,1335.68
15.552,2.236068,5,0.0,32.4
16.614,1.7320508,3,0.0,42.6
27.3182,2.6457512,7,0.2,84.056
1.3,2.236068,5,0.2,13.0
3.7743,1.7320508,3,0.2,13.128
0.0,1.4142135,2,0.0,3.96
1.2006,1.0,1,0.0,2.61
46.797,1.7320508,3,0.2,374.376
45.0016,2.828427,8,0.0,91.84
27.3672,2.6457512,7,0.2,81.088
9.3312,1.7320508,3,0.0,19.44
0.0,1.7320508,3,0.2,451.152
34.776,2.6457512,7,0.0,72.45
6.4216,2.0,4,0.0,13.96
11.2266,2.6457512,7,0.2,33.264
4.0095,1.7320508,3,0.0,14.85
2.3814,1.7320508,3,0.0,8.82
78.7528,3.7416575,14,0.0,160.72
9.7608,2.0,4,0.0,19.92
2.19,1.4142135,2,0.0,7.3
8.714,1.4142135,2,0.2,69.712
-5.7148,1.0,1,0.6,8.792
1.5456,2.0,4,0.0,51.52
52.9173,1.7320508,3,0.2,470.376
9.2386,1.4142135,2,0.2,105.584
3.5046,1.7320508,3,0.2,31.152
-4.7481,2.6457512,7,0.7,6.783
30.4776,2.0,4,0.2,406.368
4.9686,1.0,1,0.0,70.98
144.5157,1.7320508,3,0.0,294.93
-20.1362,1.4142135,2,0.2,84.784
7.2576,2.0,4,0.2,20.736
-12.8961,1.7320508,3,0.7,16.821
3.6288,1.4142135,2,0.2,10.368
1.168,1.4142135,2,0.2,9.344
9.75,1.7320508,3,0.2,31.2
22.0748,1.4142135,2,0.0,76.12
434.9913,1.7320508,3,0.2,1199.976
55.745,2.236068,5,0.2,445.96
91.7728,2.828427,8,0.0,327.76
1.0178,1.4142135,2,0.2,11.632
-28.7964,1.7320508,3,0.4,143.982
-115.3544,2.0,4,0.4,494.376
0.73,1.4142135,2,0.2,5.84
17.847,1.0,1,0.2,142.776
5.1408,1.7320508,3,0.2,45.696
-5.5338,1.7320508,3,0.7,7.218
-31.6712,2.0,4,0.7,43.188
47.8152,1.7320508,3,0.2,131.904
-2.6256,1.4142135,2,0.7,3.282
2.3814,3.0,9,0.2,21.168
-10.1178,1.4142135,2,0.4,55.188
41.5773,1.7320508,3,0.2,369.576
5.6956,2.0,4,0.2,15.712
2.64,1.4142135,2,0.2,8.448
-157.9383,3.0,9,0.4,728.946
15.992,3.1622777,10,0.4,119.94
-2.7968,1.4142135,2,0.7,3.648
15.7872,1.4142135,2,0.0,40.48
3.0814,1.4142135,2,0.0,9.94
33.57,3.0,9,0.2,107.424
10.9939,1.0,1,0.0,37.91
27.2862,1.7320508,3,0.0,88.02
-14.773,2.236068,5,0.8,8.69
87.5684,1.4142135,2,0.0,301.96
178.901,2.236068,5,0.1,555.21
130.87,2.0,4,0.0,523.48
46.9278,3.0,9,0.0,161.82
12.0904,2.6457512,7,0.0,35.56
28.1764,1.4142135,2,0.0,97.16
5.1435,2.236068,5,0.2,15.24
6.0858,1.7320508,3,0.0,13.23
-51.7191,1.7320508,3,0.2,243.384
29.95,2.236068,5,0.2,119.8
30.0768,2.0,4,0.2,300.768
2.4585,1.7320508,3,0.2,17.88
85.5297,1.7320508,3,0.2,235.944
43.2234,1.7320508,3,0.0,392.94
-13.8468,1.7320508,3,0.7,18.882
12.2328,1.7320508,3,0.2,122.328
272.792,2.236068,5,0.0,1049.2
5.0128,2.0,4,0.2,15.424
6.0288,1.7320508,3,0.0,18.84
85.904,1.4142135,2,0.0,330.4
12.6,2.6457512,7,0.0,26.25
54.3332,2.0,4,0.0,132.52
3.1752,1.0,1,0.0,6.48
56.511,1.4142135,2,0.0,209.3
9.8625,2.236068,5,0.2,31.56
3.0144,1.4142135,2,0.2,30.144
6.068,2.0,4,0.0,14.8
22.6782,1.7320508,3,0.2,302.376
31.6,2.0,4,0.0,316.0
178.318,3.1622777,10,0.0,379.4
45.9754,1.4142135,2,0.0,97.82
10.312,2.828427,8,0.0,103.12
8.5164,1.4142135,2,0.2,113.552
-2.6544,1.4142135,2,0.7,3.318
45.3222,1.4142135,2,0.2,134.288
-50.098,1.4142135,2,0.3,701.372
-3.462,1.4142135,2,0.8,2.308
124.929,2.6457512,7,0.2,999.432
-135.765,3.7416575,14,0.2,724.08
-118.1295,2.236068,5,0.3,918.785
-4.2222,1.7320508,3,0.8,2.724
18.398,2.236068,5,0.0,459.95
5.2626,1.7320508,3,0.0,10.74
2.079,1.7320508,3,0.2,23.76
28.7064,1.7320508,3,0.2,85.056
28.6182,1.7320508,3,0.2,381.576
8.7285,2.236068,5,0.2,30.36
-14.3856,1.7320508,3,0.6,23.976
-71.8905,1.0,1,0.5,108.925
11.36,2.828427,8,0.2,36.352
1.7115,2.236068,5,0.2,19.56
16.5888,1.7320508,3,0.0,61.44
17.505,2.236068,5,0.0,38.9
40.7499,1.7320508,3,0.0,99.39
-7.392,1.7320508,3,0.8,2.688
4.5201,1.7320508,3,0.2,27.816
-41.262,1.7320508,3,0.6,82.524
-320.2395,1.7320508,3,0.8,182.994
4.6644,1.7320508,3,0.2,14.352
2.5984,1.4142135,2,0.0,64.96
18.522,2.0,4,0.0,68.6
-3839.9905,2.0,4,0.5,7999.98
14.651,1.4142135,2,0.2,167.44
163.1898,1.7320508,3,0.0,479.97
6.8714,1.4142135,2,0.0,14.62
9.3312,1.7320508,3,0.0,19.44
4.7996,1.4142135,2,0.2,191.984
14.5614,1.0,1,0.0,104.01
74.0532,1.0,1,0.0,284.82
10.3152,1.7320508,3,0.0,36.84
24.936,1.0,1,0.0,166.24
16.032,2.236068,5,0.0,33.4
17.3488,2.828427,8,0.2,198.272
17.76,2.0,4,0.2,47.36
62.8075,2.6457512,7,0.2,200.984
31.7512,2.0,4,0.2,97.696
0.8088,1.0,1,0.2,2.696
-13.6312,1.4142135,2,0.7,18.588
-3.4272,1.7320508,3,0.7,4.896
4.1448,1.7320508,3,0.2,15.072
35.6796,1.7320508,3,0.0,209.88
-13.8717,1.7320508,3,0.2,369.912
3.6288,1.4142135,2,0.2,10.368
18.7695,2.236068,5,0.2,166.84
2.2824,1.0,1,0.2,15.216
52.7824,2.0,4,0.0,119.96
-110.49,2.236068,5,0.2,883.92
15.768,2.828427,8,0.2,46.72
26.6304,1.0,1,0.0,55.48
8.8624,2.0,4,0.2,24.448
109.7226,2.4494898,6,0.0,281.34
89.3142,1.4142135,2,0.0,307.98
113.9886,1.7320508,3,0.0,299.97
6.972,2.236068,5,0.2,19.92
3.0814,1.4142135,2,0.0,9.94
24.4758,1.7320508,3,0.2,103.056
19.4376,1.7320508,3,0.2,59.808
21.996,2.4494898,6,0.0,73.32
73.41,1.7320508,3,0.0,146.82
231.4116,1.7320508,3,0.0,1652.94
80.0199,1.7320508,3,0.0,296.37
21.112,2.236068,5,0.2,129.92
5.1282,2.6457512,7,0.2,45.584
6.3684,1.4142135,2,0.2,17.568
5.5992,1.0,1,0.2,55.992
84.0512,2.828427,8,0.0,182.72
-153.3456,1.4142135,2,0.4,400.032
10.089,1.7320508,3,0.0,33.63
102.4998,1.7320508,3,0.1,542.646
3.024,1.4142135,2,0.0,6.3
9.7176,1.7320508,3,0.0,242.94
86.3856,1.7320508,3,0.0,179.97
33.6474,2.4494898,6,0.2,99.696
9.4284,2.0,4,0.2,27.936
18.6956,1.0,1,0.0,84.98
6.552,2.236068,5,0.2,18.72
8.4966,1.4142135,2,0.0,49.98
4.2717,1.7320508,3,0.2,11.784
-64.7748,1.7320508,3,0.2,272.736
-5.487,1.4142135,2,0.8,3.54
-10.948,2.236068,5,0.2,51.52
1.1466,1.0,1,0.2,3.528
1.6762,1.0,1,0.2,4.624
6.2064,2.0,4,0.2,55.168
-28.356,3.1622777,10,0.2,567.12
7.1864,2.0,4,0.0,359.32
0.8994,1.0,1,0.2,11.992
26.703,1.7320508,3,0.0,58.05
56.7864,3.3166249,11,0.0,157.74
22.792,2.6457512,7,0.0,56.98
1.4112,1.0,1,0.0,2.88
374.9925,1.7320508,3,0.2,1199.976
28.7712,2.0,4,0.0,79.92
-167.3184,2.0,4,0.45,383.438
6.8768,1.4142135,2,0.0,24.56
47.92,2.0,4,0.0,119.8
4.2666,1.7320508,3,0.2,13.128
10.224,2.0,4,0.0,22.72
27.9936,3.0,9,0.0,58.32
5.6994,1.7320508,3,0.0,12.39
-26.9955,1.7320508,3,0.4,107.982
5.3392,1.4142135,2,0.0,11.36
25.47,1.7320508,3,0.0,50.94
258.696,2.4494898,6,0.0,646.74
2.7072,1.7320508,3,0.0,5.64
34.3548,2.4494898,6,0.0,572.58
23.316,1.4142135,2,0.2,310.88
179.7488,1.4142135,2,0.0,641.96
9.14,1.4142135,2,0.0,18.28
51.75,1.7320508,3,0.0,207.0
16.175,2.236068,5,0.0,32.35
3.4695,1.0,1,0.0,7.71
10.881,1.4142135,2,0.0,40.3
14.5236,2.6457512,7,0.0,34.58
3.6855,2.6457512,7,0.2,32.76
40.8006,1.7320508,3,0.2,544.008
28.1718,1.7320508,3,0.0,59.94
11.7208,2.0,4,0.0,23.92
1.926,1.0,1,0.0,4.28
-22.449,2.236068,5,0.7,32.07
-2.7,1.4142135,2,0.2,24.0
-15.6156,1.0,1,0.5,35.49
0.5998,1.4142135,2,0.2,47.984
87.7443,1.7320508,3,0.0,186.69
5.8914,1.4142135,2,0.2,17.456
34.8928,1.4142135,2,0.2,348.928
69.1008,2.0,4,0.0,143.96
4.1634,1.0,1,0.0,15.42
21.0896,2.828427,8,0.0,43.04
79.9056,1.7320508,3,0.0,332.94
85.2475,2.236068,5,0.2,1363.96
4.5816,1.4142135,2,0.0,9.96
10.6428,2.0,4,0.0,21.72
9.8784,2.6457512,7,0.0,20.16
63.7392,2.6457512,7,0.0,132.79
6.2208,1.4142135,2,0.0,12.96
10.3488,2.6457512,7,0.0,21.56
17.745,2.236068,5,0.2,283.92
7.3359,1.0,1,0.0,22.23
18.8972,1.4142135,2,0.2,215.968
99.4896,3.0,9,0.0,355.32
6.2208,1.4142135,2,0.0,12.96
6.2152,1.4142135,2,0.0,18.28
4.3176,1.7320508,3,0.2,43.176
247.996,2.0,4,0.2,1983.968
11.076,1.4142135,2,0.0,28.4
50.9898,1.7320508,3,0.0,149.97
3.2256,2.0,4,0.0,11.52
311.652,2.236068,5,0.0,1298.55
62.0368,2.0,4,0.0,213.92
2.578,1.4142135,2,0.0,25.78
6.2152,1.4142135,2,0.0,18.28
601.9699,2.6457512,7,0.0,1399.93
24.8832,2.828427,8,0.0,51.84
1.8704,1.0,1,0.2,5.344
14.5152,2.828427,8,0.2,41.472
-2.4288,1.7320508,3,0.7,3.168
0.0,2.236068,5,0.3,1228.465
-22.7964,1.7320508,3,0.7,31.086
117.432,2.0,4,0.2,335.52
71.991,1.7320508,3,0.0,239.97
4.8118,1.4142135,2,0.0,9.82
4.068,2.0,4,0.0,67.8
40.3128,1.7320508,3,0.0,167.97
16.8,2.6457512,7,0.0,35.0
10.7996,2.0,4,0.0,37.24
7.4872,1.4142135,2,0.0,15.28
90.588,1.4142135,2,0.0,301.96
50.5848,1.7320508,3,0.0,180.66
51.8346,1.4142135,2,0.0,191.98
17.1574,1.0,1,0.0,65.99
2.6412,1.4142135,2,0.2,35.216
6.5164,1.4142135,2,0.2,23.696
-111.4995,1.0,1,0.5,265.475
-79.3352,2.0,4,0.8,51.184
3.2616,1.4142135,2,0.2,9.664
1.5804,1.7320508,3,0.2,21.072
16.3215,1.7320508,3,0.0,60.45
3.3408,2.0,4,0.0,11.52
9.3024,2.0,4,0.2,186.048
11.7,2.0,4,0.2,37.44
8.7672,2.0,4,0.2,26.976
3.2944,1.4142135,2,0.0,11.36
6.8714,1.4142135,2,0.0,14.62
23.4416,2.6457512,7,0.0,83.72
77.7438,1.7320508,3,0.0,287.94
8.5568,2.0,4,0.2,48.896
49.6048,2.6457512,7,0.0,115.36
1.3416,1.4142135,2,0.0,5.16
18.6624,2.4494898,6,0.0,38.88
50.1876,2.4494898,6,0.0,185.88
14.6718,1.4142135,2,0.0,44.46
9.7176,1.7320508,3,0.0,242.94
18.7812,1.4142135,2,0.0,39.96
26.598,3.1622777,10,0.0,102.3
5.7672,1.4142135,2,0.0,21.36
3.5767,1.0,1,0.0,7.61
3.58,1.4142135,2,0.0,7.16
0.1472,1.4142135,2,0.0,7.36
10.626,1.4142135,2,0.0,23.1
40.6878,2.4494898,6,0.2,191.472
0.5904,1.4142135,2,0.2,5.248
5.1786,1.4142135,2,0.2,59.184
1.3583,1.0,1,0.0,2.89
21.2954,1.0,1,0.0,51.94
5.1792,2.0,4,0.2,15.936
-35.928,2.4494898,6,0.7,44.91
-760.98,2.236068,5,0.7,1141.47
-46.797,1.7320508,3,0.4,280.782
17.22,1.7320508,3,0.0,34.44
5.2256,1.4142135,2,0.0,11.36
37.2204,2.6457512,7,0.2,106.344
67.256,2.236068,5,0.2,192.16
64.518,1.7320508,3,0.0,322.59
13.1956,1.0,1,0.0,29.99
66.9546,1.7320508,3,0.0,371.97
-4.1244,2.0,4,0.7,5.892
23.1093,1.7320508,3,0.2,68.472
262.39,2.236068,5,0.1,1242.9
8.3268,1.4142135,2,0.0,30.84
5.9312,2.0,4,0.0,13.48
10.048,2.236068,5,0.0,31.4
5.9364,1.4142135,2,0.0,17.46
4.5318,1.7320508,3,0.2,13.944
1.6752,3.4641016,12,0.0,83.76
18.4534,2.6457512,7,0.0,37.66
16.9932,2.4494898,6,0.0,34.68
14.995,2.236068,5,0.0,149.95
18.6006,1.7320508,3,0.2,51.312
2.043,1.0,1,0.0,4.54
5.4128,2.0,4,0.0,15.92
135.98,2.828427,8,0.0,543.92
42.0714,2.6457512,7,0.0,155.82
24.5028,1.7320508,3,0.2,70.008
5.0856,1.4142135,2,0.2,15.648
51.8,2.6457512,7,0.0,103.6
22.5408,2.828427,8,0.0,46.96
-6.5296,1.4142135,2,0.7,8.904
3.393,2.236068,5,0.2,10.44
-32.088,2.0,4,0.8,18.336
20.2485,1.7320508,3,0.2,323.976
9.6192,1.7320508,3,0.0,20.04
2.5984,1.4142135,2,0.0,64.96
6.2208,1.4142135,2,0.0,12.96
12.1176,2.0,4,0.2,323.136
2.7279,2.6457512,7,0.0,90.93
19.791,1.7320508,3,0.2,52.776
323.946,2.0,4,0.0,1199.8
829.3754,2.6457512,7,0.0,1928.78
81.0474,1.4142135,2,0.0,352.38
9.102,2.4494898,6,0.0,22.2
19.2454,1.0,1,0.0,46.94
56.0547,3.0,9,0.0,143.73
-18.5562,1.4142135,2,0.3,99.918
-56.996,2.0,4,0.3,797.944
-14.5656,1.7320508,3,0.8,8.568
50.4063,1.7320508,3,0.2,149.352
-0.812,1.0,1,0.2,12.992
6.8768,1.4142135,2,0.0,24.56
34.9074,1.7320508,3,0.0,85.14
10.5552,1.0,1,0.0,21.99
113.848,2.236068,5,0.0,406.6
294.5488,1.4142135,2,0.2,841.568
5.4432,1.7320508,3,0.2,15.552
53.55,2.236068,5,0.2,252.0
12.936,2.0,4,0.0,46.2
9.5172,1.4142135,2,0.0,28.84
2.5536,1.7320508,3,0.2,14.592
21.3408,1.7320508,3,0.2,89.856
5.0286,1.7320508,3,0.2,13.872
4.1148,1.7320508,3,0.2,12.192
15.2064,2.828427,8,0.2,45.056
-21.7932,2.4494898,6,0.7,29.718
5.4432,1.7320508,3,0.2,15.552
33.5772,1.4142135,2,0.2,447.696
54.3966,1.0,1,0.0,159.99
6.2208,1.4142135,2,0.0,12.96
34.9648,2.0,4,0.0,134.48
8.0464,1.4142135,2,0.0,17.12
2.2098,1.4142135,2,0.2,6.096
41.7852,2.0,4,0.2,1114.272
15.552,2.236068,5,0.0,32.4
140.5482,1.7320508,3,0.0,540.57
62.91,2.236068,5,0.2,167.76
-204.4458,1.7320508,3,0.5,393.165
-12.9122,2.6457512,7,0.2,516.488
75.5424,2.4494898,6,0.2,1007.232
-619.596,3.4641016,12,0.4,2065.32
5.4432,1.7320508,3,0.2,15.552
7.92,2.4494898,6,0.2,25.344
7.6416,2.0,4,0.2,25.472
2.7168,1.4142135,2,0.2,27.168
-11.596,1.4142135,2,0.32,78.8528
43.45,2.236068,5,0.0,173.8
2.5893,1.0,1,0.2,29.592
-3.168,1.4142135,2,0.7,4.752
5.6376,1.7320508,3,0.2,15.552
53.196,1.4142135,2,0.0,204.6
28.1372,1.4142135,2,0.2,321.568
3.0576,1.4142135,2,0.0,6.24
10.94,1.4142135,2,0.0,21.88
1.6704,1.4142135,2,0.2,4.608
4.8118,1.4142135,2,0.0,9.82
9.7119,1.7320508,3,0.0,35.97
6.2208,1.4142135,2,0.0,12.96
91.968,2.0,4,0.0,191.6
4.2336,1.7320508,3,0.0,8.64
0.0,1.7320508,3,0.0,501.81
28.5984,2.4494898,6,0.2,127.104
-31.05,1.7320508,3,0.4,124.2
-13.6312,1.4142135,2,0.7,18.588
10.1493,1.7320508,3,0.2,30.072
3.2186,2.6457512,7,0.0,160.93
25.5798,1.7320508,3,0.2,75.792
-0.792,1.4142135,2,0.7,1.08
679.996,1.4142135,2,0.1,3059.982
-2.6256,1.4142135,2,0.7,3.282
16.6698,1.7320508,3,0.0,34.02
93.2232,2.4494898,6,0.1,599.292
0.8056,1.0,1,0.2,3.392
55.9984,1.4142135,2,0.2,559.984
75.49,2.236068,5,0.2,603.92
2.5896,1.4142135,2,0.2,7.968
9.4392,2.0,4,0.2,27.968
44.868,1.7320508,3,0.4,336.51
-1.8904,1.4142135,2,0.8,1.112
72.807,2.236068,5,0.0,520.05
5.2113,1.7320508,3,0.0,17.97
131.2785,2.236068,5,0.2,1166.92
5.484,1.4142135,2,0.2,14.624
4.9104,1.7320508,3,0.0,10.23
69.705,2.236068,5,0.0,154.9
1276.487,2.6457512,7,0.0,2715.93
173.0316,1.7320508,3,0.0,617.97
4.9082,1.0,1,0.0,10.67
9.8901,1.7320508,3,0.0,36.63
9.158,2.236068,5,0.0,24.1
